                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    107,                0.99644,                0.42591,                 1.1076,                 1.0977,                0.38158,                 1.1203,                0.97892,                0.95928,                0.98103,                0.69913,                 1.0543,                 0.3513,                  1.182,                 1.0933,                0.31427,                 1.1852,               0.007921,               0.007921,               0.007921
                    108,                0.99695,                0.42968,                 1.1007,                  1.102,                 0.3847,                 1.1165,                0.97533,                 0.9587,                0.98109,                0.69848,                 1.0542,                0.35103,                 1.1812,                 1.0929,                0.31572,                 1.1846,              0.0079012,              0.0079012,              0.0079012
                    109,                0.99578,                0.42831,                 1.1044,                 1.0949,                0.38758,                 1.1193,                0.97673,                0.95791,                0.98124,                0.69813,                 1.0542,                0.35094,                 1.1808,                 1.0933,                 0.3145,                 1.1837,              0.0078814,              0.0078814,              0.0078814
                    110,                0.99467,                0.42734,                 1.1064,                 1.0941,                0.39042,                 1.1208,                0.97175,                0.96359,                0.98142,                0.69886,                 1.0542,                0.35042,                 1.1806,                 1.0932,                0.31508,                 1.1835,              0.0078616,              0.0078616,              0.0078616
                    111,                0.99343,                0.42396,                 1.1123,                 1.0933,                0.38347,                 1.1228,                0.97716,                0.96196,                0.98128,                0.69849,                  1.054,                0.35062,                 1.1813,                 1.0931,                0.31303,                 1.1848,              0.0078418,              0.0078418,              0.0078418
                    112,                0.99142,                0.42941,                 1.1116,                 1.0937,                0.38631,                 1.1258,                 0.9768,                0.96086,                0.98137,                 0.6988,                 1.0539,                0.35093,                 1.1819,                 1.0931,                0.31231,                 1.1848,               0.007822,               0.007822,               0.007822
                    113,                0.99704,                0.42592,                 1.1083,                  1.098,                0.37882,                   1.12,                 0.9795,                0.96081,                0.98147,                0.69844,                 1.0537,                0.35121,                 1.1819,                  1.093,                0.31139,                  1.185,              0.0078022,              0.0078022,              0.0078022
                    114,                0.99814,                0.42748,                 1.1098,                 1.0998,                0.38006,                  1.121,                0.97682,                0.96197,                 0.9809,                0.69898,                 1.0535,                0.35094,                 1.1819,                 1.0926,                 0.3131,                 1.1851,              0.0077824,              0.0077824,              0.0077824
                    115,                0.99283,                 0.4239,                  1.109,                 1.0951,                0.37564,                 1.1204,                0.97803,                0.96196,                  0.981,                0.69919,                 1.0536,                0.35101,                 1.1822,                 1.0929,                0.31324,                 1.1854,              0.0077626,              0.0077626,              0.0077626
                    116,                 0.9927,                0.42446,                 1.1091,                 1.0908,                0.38324,                 1.1209,                0.97681,                0.96148,                0.98038,                0.69822,                 1.0538,                0.35015,                 1.1825,                 1.0924,                0.31456,                 1.1852,              0.0077428,              0.0077428,              0.0077428
                    117,                0.99255,                0.42476,                 1.1093,                 1.0921,                0.38716,                 1.1211,                0.97471,                0.96357,                0.98042,                0.69813,                  1.054,                0.35009,                 1.1826,                 1.0922,                0.31312,                 1.1851,               0.007723,               0.007723,               0.007723
                    118,                0.99403,                0.42575,                 1.1064,                 1.0944,                0.38447,                 1.1175,                0.97527,                0.96443,                0.98016,                0.69785,                 1.0542,                0.35007,                 1.1828,                 1.0925,                0.31247,                 1.1854,              0.0077032,              0.0077032,              0.0077032
                    119,                0.99279,                0.42593,                 1.1002,                 1.0973,                0.38303,                 1.1133,                0.97471,                 0.9637,                0.98034,                0.69918,                 1.0544,                0.35002,                  1.183,                 1.0926,                0.31298,                 1.1856,              0.0076834,              0.0076834,              0.0076834
                    120,                0.98525,                0.41956,                 1.1036,                 1.0858,                0.37692,                 1.1149,                0.97098,                 0.9638,                0.98024,                0.69909,                 1.0545,                0.34988,                 1.1836,                 1.0926,                0.31388,                 1.1865,              0.0076636,              0.0076636,              0.0076636
                    121,                0.98594,                0.42187,                 1.0998,                 1.0829,                0.38137,                 1.1107,                0.97419,                 0.9625,                0.98009,                0.69873,                 1.0546,                0.34967,                 1.1843,                 1.0929,                0.31467,                 1.1878,              0.0076438,              0.0076438,              0.0076438
                    122,                0.99145,                0.42557,                 1.1019,                 1.0944,                0.38006,                 1.1155,                0.97322,                0.96413,                0.98043,                0.69833,                 1.0547,                0.34942,                 1.1849,                 1.0931,                0.31362,                 1.1882,               0.007624,               0.007624,               0.007624
                    123,                0.98898,                0.42171,                 1.0987,                 1.0885,                0.37228,                 1.1126,                 0.9718,                 0.9625,                0.98034,                0.69869,                 1.0553,                0.34958,                 1.1849,                 1.0933,                0.31504,                 1.1876,              0.0076042,              0.0076042,              0.0076042
                    124,                0.98561,                0.42281,                 1.1058,                 1.0867,                0.37936,                 1.1178,                0.97201,                0.96359,                0.98098,                0.69897,                 1.0552,                0.34954,                 1.1854,                 1.0934,                0.31553,                 1.1883,              0.0075844,              0.0075844,              0.0075844
                    125,                0.98542,                0.42009,                 1.1046,                 1.0865,                0.38226,                 1.1166,                0.97894,                 0.9599,                 0.9812,                0.69906,                 1.0553,                0.34978,                 1.1856,                 1.0938,                0.31284,                 1.1887,              0.0075646,              0.0075646,              0.0075646
                    126,                0.98196,                0.41992,                  1.102,                 1.0814,                0.37518,                 1.1124,                0.97943,                0.95753,                 0.9806,                0.69882,                 1.0553,                0.34963,                 1.1858,                 1.0936,                0.31358,                  1.188,              0.0075448,              0.0075448,              0.0075448
                    127,                0.98096,                0.41885,                 1.1046,                   1.08,                 0.3784,                 1.1156,                0.97631,                0.96318,                0.98043,                0.69925,                 1.0554,                0.34971,                 1.1865,                 1.0935,                0.31226,                 1.1885,               0.007525,               0.007525,               0.007525
                    128,                0.97562,                0.41955,                 1.0973,                 1.0792,                0.36972,                 1.1115,                0.97789,                0.96142,                 0.9815,                0.70016,                 1.0557,                   0.35,                 1.1867,                 1.0937,                0.31203,                  1.188,              0.0075052,              0.0075052,              0.0075052
                    129,                0.98792,                0.42338,                 1.0983,                 1.0889,                0.37605,                 1.1119,                0.97896,                0.96092,                0.98171,                 0.7003,                 1.0556,                0.35012,                 1.1862,                 1.0936,                0.31114,                 1.1879,              0.0074854,              0.0074854,              0.0074854
                    130,                0.98595,                0.42096,                 1.1052,                 1.0854,                0.37859,                 1.1188,                0.98108,                0.95823,                0.98167,                0.69925,                 1.0558,                0.35006,                 1.1867,                 1.0936,                0.31133,                  1.188,              0.0074656,              0.0074656,              0.0074656
                    131,                0.98104,                 0.4165,                 1.1026,                 1.0789,                0.37431,                 1.1139,                0.97896,                0.96088,                 0.9815,                0.69972,                 1.0561,                0.35033,                 1.1872,                 1.0938,                0.31174,                 1.1883,              0.0074458,              0.0074458,              0.0074458
                    132,                0.98542,                0.41999,                 1.1041,                 1.0878,                0.37398,                  1.117,                0.98168,                0.95924,                0.98081,                0.69853,                 1.0565,                 0.3501,                 1.1877,                 1.0943,                0.31286,                 1.1884,               0.007426,               0.007426,               0.007426
                    133,                0.98181,                0.41741,                 1.1042,                 1.0799,                0.37022,                 1.1149,                0.98111,                0.95992,                 0.9814,                 0.7002,                 1.0567,                0.35001,                 1.1877,                 1.0942,                0.31236,                 1.1879,              0.0074062,              0.0074062,              0.0074062
                    134,                0.98346,                0.42147,                 1.1014,                 1.0839,                0.38215,                 1.1106,                0.98001,                0.95927,                0.98105,                0.69945,                 1.0566,                0.34972,                 1.1874,                 1.0941,                0.31309,                 1.1876,              0.0073864,              0.0073864,              0.0073864
                    135,                0.98078,                0.41857,                 1.0923,                 1.0862,                0.37429,                 1.1039,                0.98115,                0.95815,                0.98117,                0.70118,                 1.0565,                0.34926,                 1.1871,                 1.0937,                0.31234,                 1.1873,              0.0073666,              0.0073666,              0.0073666
                    136,                0.97387,                0.41575,                  1.097,                 1.0735,                0.36649,                  1.108,                0.98156,                0.95761,                0.98108,                0.70098,                 1.0564,                0.34896,                 1.1869,                 1.0937,                0.31306,                 1.1874,              0.0073468,              0.0073468,              0.0073468
                    137,                0.98228,                0.42042,                 1.1036,                  1.084,                0.38217,                 1.1151,                   0.98,                 0.9586,                 0.9805,                0.69986,                 1.0565,                0.34879,                 1.1871,                 1.0938,                0.31461,                 1.1872,               0.007327,               0.007327,               0.007327
                    138,                0.98101,                0.41576,                 1.0963,                 1.0799,                0.37864,                 1.1069,                0.98057,                0.95652,                0.98038,                0.69999,                 1.0566,                0.34815,                 1.1871,                 1.0937,                0.31512,                 1.1871,              0.0073072,              0.0073072,              0.0073072
                    139,                0.97704,                0.41512,                 1.0881,                 1.0712,                0.37908,                 1.0997,                0.97736,                0.96192,                0.98054,                0.69974,                 1.0563,                0.34825,                 1.1861,                 1.0939,                0.31328,                 1.1869,              0.0072874,              0.0072874,              0.0072874
                    140,                0.97961,                0.41694,                 1.0927,                 1.0779,                0.38579,                 1.1028,                0.97899,                 0.9587,                0.98066,                0.70009,                 1.0566,                0.34828,                 1.1857,                 1.0941,                0.31405,                 1.1862,              0.0072676,              0.0072676,              0.0072676
                    141,                0.97633,                0.41816,                 1.0919,                 1.0757,                0.37898,                 1.1062,                0.97834,                0.96033,                0.98072,                0.69967,                 1.0567,                 0.3482,                 1.1855,                 1.0942,                0.31589,                  1.186,              0.0072478,              0.0072478,              0.0072478
                    142,                0.98246,                0.41783,                 1.0975,                  1.083,                0.37253,                 1.1105,                0.98168,                0.95707,                0.98052,                0.69951,                 1.0567,                0.34839,                 1.1852,                 1.0945,                0.31389,                 1.1861,               0.007228,               0.007228,               0.007228
                    143,                0.98447,                0.42087,                 1.0967,                 1.0865,                0.37983,                 1.1085,                0.98569,                0.95815,                0.98071,                0.69886,                  1.057,                0.34778,                 1.1849,                 1.0949,                 0.3106,                 1.1863,              0.0072082,              0.0072082,              0.0072082
                    144,                0.98068,                0.41751,                  1.093,                 1.0798,                0.37985,                 1.1066,                0.98005,                0.96112,                0.98083,                0.69869,                 1.0569,                0.34745,                 1.1845,                 1.0949,                0.31164,                 1.1864,              0.0071884,              0.0071884,              0.0071884
                    145,                 0.9718,                0.41451,                 1.0911,                 1.0747,                0.37482,                 1.1032,                0.98067,                0.96087,                0.98044,                0.69873,                 1.0568,                0.34726,                 1.1842,                 1.0948,                0.31199,                 1.1865,              0.0071686,              0.0071686,              0.0071686
                    146,                0.96902,                0.41074,                 1.0917,                 1.0652,                 0.3749,                 1.1037,                0.98272,                0.95815,                0.98109,                0.69844,                 1.0568,                0.34729,                 1.1839,                 1.0947,                0.31104,                 1.1854,              0.0071488,              0.0071488,              0.0071488
                    147,                0.97405,                0.41281,                 1.0965,                 1.0697,                0.37727,                 1.1069,                0.97975,                0.96141,                0.98112,                0.69758,                 1.0568,                0.34697,                 1.1839,                 1.0947,                0.31175,                 1.1856,               0.007129,               0.007129,               0.007129
                    148,                0.96818,                0.41304,                 1.0967,                 1.0666,                0.38006,                 1.1094,                0.98332,                0.95707,                0.98119,                0.69831,                 1.0566,                0.34721,                 1.1838,                 1.0943,                0.31249,                 1.1856,              0.0071092,              0.0071092,              0.0071092
                    149,                0.97442,                0.41425,                 1.0932,                 1.0734,                0.37098,                 1.1044,                0.97862,                0.96141,                0.98121,                0.69816,                 1.0568,                0.34712,                 1.1839,                 1.0945,                0.31198,                 1.1857,              0.0070894,              0.0070894,              0.0070894
                    150,                0.97129,                0.41449,                 1.0915,                 1.0695,                0.37739,                 1.1033,                0.98276,                0.96016,                  0.981,                0.69832,                  1.057,                0.34668,                 1.1837,                 1.0943,                0.31135,                 1.1853,              0.0070696,              0.0070696,              0.0070696
                    151,                0.96784,                0.41172,                 1.1035,                 1.0665,                0.36823,                 1.1164,                0.98327,                0.95854,                 0.9809,                0.69815,                 1.0572,                0.34731,                 1.1846,                 1.0946,                 0.3119,                 1.1857,              0.0070498,              0.0070498,              0.0070498
                    152,                0.96474,                 0.4117,                 1.0972,                 1.0594,                0.36567,                 1.1084,                0.98219,                0.95916,                 0.9808,                0.69851,                 1.0575,                0.34715,                 1.1855,                 1.0953,                0.31171,                 1.1867,                0.00703,                0.00703,                0.00703
                    153,                0.96801,                0.41806,                 1.0886,                 1.0677,                0.37309,                 1.1027,                 0.9833,                0.96021,                 0.9809,                0.69877,                 1.0574,                0.34652,                 1.1851,                 1.0957,                  0.312,                 1.1866,              0.0070102,              0.0070102,              0.0070102
                    154,                0.96795,                0.41534,                 1.0875,                 1.0714,                0.37641,                 1.1022,                0.98181,                0.96033,                0.98062,                0.69872,                 1.0577,                0.34639,                 1.1851,                 1.0961,                0.31174,                 1.1864,              0.0069904,              0.0069904,              0.0069904
                    155,                0.96884,                0.41417,                 1.0899,                 1.0701,                0.36923,                 1.1038,                0.98167,                0.96066,                0.98077,                0.69702,                 1.0578,                0.34567,                 1.1849,                 1.0961,                0.31167,                 1.1864,              0.0069706,              0.0069706,              0.0069706
                    156,                0.96766,                0.41253,                 1.0856,                 1.0666,                0.37634,                 1.0983,                0.98111,                0.95992,                0.98071,                 0.6969,                 1.0582,                0.34592,                 1.1843,                 1.0962,                0.31199,                 1.1862,              0.0069508,              0.0069508,              0.0069508
                    157,                0.96778,                0.41397,                 1.0886,                 1.0675,                0.37188,                 1.1036,                0.98072,                0.95978,                0.98076,                0.69708,                 1.0581,                0.34558,                 1.1836,                 1.0964,                0.31256,                 1.1854,               0.006931,               0.006931,               0.006931
                    158,                0.96827,                0.41369,                 1.0938,                 1.0674,                 0.3697,                 1.1077,                0.97954,                0.96278,                0.98142,                0.69738,                  1.058,                0.34573,                 1.1836,                 1.0963,                0.31062,                 1.1857,              0.0069112,              0.0069112,              0.0069112
                    159,                0.97014,                0.41392,                 1.0942,                 1.0689,                0.37347,                 1.1068,                0.97942,                0.96359,                0.98088,                0.69767,                  1.058,                0.34581,                 1.1835,                 1.0963,                0.30945,                 1.1856,              0.0068914,              0.0068914,              0.0068914
                    160,                0.97038,                0.41517,                 1.0843,                 1.0718,                0.37419,                 1.1001,                0.98546,                 0.9576,                0.98155,                0.69758,                 1.0581,                0.34536,                 1.1827,                 1.0964,                0.30997,                  1.185,              0.0068716,              0.0068716,              0.0068716
                    161,                0.95967,                0.40948,                 1.0917,                 1.0589,                0.36645,                 1.1043,                0.97843,                0.96138,                0.98147,                0.69931,                  1.058,                0.34503,                 1.1833,                 1.0962,                0.31018,                 1.1855,              0.0068518,              0.0068518,              0.0068518
                    162,                0.96374,                 0.4116,                 1.0871,                 1.0605,                0.36374,                 1.1011,                0.97732,                0.96413,                0.98124,                0.69892,                 1.0582,                 0.3453,                 1.1831,                 1.0959,                0.31244,                 1.1854,               0.006832,               0.006832,               0.006832
                    163,                0.96465,                0.40912,                 1.0922,                 1.0618,                0.36823,                 1.1014,                0.98558,                0.95543,                0.98126,                0.69829,                 1.0586,                0.34548,                 1.1834,                 1.0965,                0.31238,                 1.1856,              0.0068122,              0.0068122,              0.0068122
                    164,                0.96442,                0.40975,                 1.0932,                 1.0581,                0.36937,                 1.1046,                0.97847,                 0.9633,                0.98138,                0.69882,                  1.059,                0.34563,                  1.184,                 1.0969,                0.31181,                 1.1862,              0.0067924,              0.0067924,              0.0067924
                    165,                0.96369,                0.40902,                 1.0944,                 1.0604,                0.36513,                 1.1051,                0.98177,                 0.9625,                0.98148,                0.69857,                  1.059,                0.34577,                 1.1849,                 1.0972,                0.31238,                  1.187,              0.0067726,              0.0067726,              0.0067726
                    166,                0.96352,                0.41031,                 1.0919,                 1.0602,                 0.3674,                 1.1034,                0.98183,                0.96304,                0.98168,                0.69885,                 1.0592,                0.34566,                 1.1854,                 1.0973,                0.31078,                 1.1875,              0.0067528,              0.0067528,              0.0067528
                    167,                0.96392,                0.41061,                 1.1064,                 1.0594,                0.36373,                 1.1171,                0.98008,                0.96262,                0.98168,                0.69897,                 1.0593,                0.34594,                 1.1865,                 1.0972,                0.31169,                 1.1887,               0.006733,               0.006733,               0.006733
                    168,                0.95825,                 0.4108,                 1.0922,                  1.059,                0.37013,                 1.1029,                0.98315,                0.96304,                0.98083,                0.69924,                 1.0591,                0.34563,                 1.1874,                 1.0972,                0.30992,                 1.1898,              0.0067132,              0.0067132,              0.0067132
                    169,                0.96414,                0.40867,                 1.0916,                 1.0633,                0.36616,                 1.1013,                0.98359,                 0.9587,                0.98105,                0.69938,                 1.0594,                0.34567,                 1.1873,                 1.0972,                0.31086,                 1.1891,              0.0066934,              0.0066934,              0.0066934
                    170,                0.96486,                 0.4113,                 1.0893,                 1.0591,                0.36507,                  1.099,                0.98201,                0.96196,                0.98098,                0.69941,                 1.0597,                 0.3463,                  1.187,                 1.0975,                0.31093,                 1.1883,              0.0066736,              0.0066736,              0.0066736
                    171,                0.95707,                0.40631,                 1.0856,                 1.0527,                 0.3678,                 1.0953,                0.98276,                0.96033,                0.98103,                0.69951,                 1.0599,                0.34657,                 1.1867,                 1.0977,                 0.3112,                 1.1878,              0.0066538,              0.0066538,              0.0066538
                    172,                0.96527,                0.41166,                 1.0863,                 1.0642,                0.36837,                 1.0976,                0.98472,                0.95924,                0.98091,                0.69905,                   1.06,                0.34635,                 1.1865,                 1.0979,                0.31182,                 1.1871,               0.006634,               0.006634,               0.006634
                    173,                0.95258,                0.40453,                  1.087,                 1.0478,                0.36546,                 1.0962,                0.98224,                0.96186,                0.98088,                0.69893,                 1.0602,                0.34638,                 1.1865,                 1.0983,                0.31131,                 1.1874,              0.0066142,              0.0066142,              0.0066142
                    174,                0.95861,                0.40538,                 1.0905,                 1.0507,                0.36406,                 1.1013,                 0.9802,                 0.9625,                0.98073,                0.69863,                 1.0602,                0.34637,                 1.1863,                 1.0982,                0.31159,                 1.1869,              0.0065944,              0.0065944,              0.0065944
                    175,                0.95606,                0.40562,                 1.0846,                 1.0514,                0.36174,                 1.0959,                0.98382,                0.95856,                0.98077,                0.69874,                 1.0609,                0.34614,                 1.1863,                 1.0986,                0.31176,                 1.1872,              0.0065746,              0.0065746,              0.0065746
                    176,                0.95898,                 0.4099,                 1.0852,                 1.0577,                0.36435,                 1.0974,                0.98171,                 0.9626,                0.98073,                0.69877,                  1.061,                 0.3463,                 1.1865,                 1.0989,                0.31167,                 1.1875,              0.0065548,              0.0065548,              0.0065548
                    177,                 0.9588,                0.40725,                 1.0818,                  1.058,                0.36789,                 1.0939,                 0.9801,                0.96361,                0.98072,                0.69908,                 1.0609,                0.34653,                  1.186,                 1.0992,                0.31182,                 1.1877,               0.006535,               0.006535,               0.006535
                    178,                0.95447,                0.40272,                 1.0822,                 1.0576,                0.36733,                 1.0954,                0.98438,                0.95904,                0.98073,                0.69869,                  1.061,                0.34607,                 1.1859,                  1.099,                0.31305,                 1.1871,              0.0065152,              0.0065152,              0.0065152
                    179,                0.95348,                0.40381,                 1.0801,                 1.0583,                0.37651,                 1.0971,                0.98164,                 0.9625,                0.98103,                0.69802,                 1.0612,                  0.346,                 1.1858,                 1.0992,                0.31104,                 1.1875,              0.0064954,              0.0064954,              0.0064954
                    180,                0.95531,                0.40601,                 1.0802,                  1.058,                0.37224,                  1.095,                0.98136,                0.96087,                0.98095,                0.69792,                 1.0617,                0.34607,                  1.186,                 1.0996,                0.31234,                 1.1875,              0.0064756,              0.0064756,              0.0064756
                    181,                0.95368,                0.40574,                 1.0881,                 1.0613,                0.37879,                 1.1038,                0.98007,                0.96206,                0.98102,                0.69899,                 1.0622,                0.34633,                  1.187,                 1.0997,                0.31153,                 1.1881,              0.0064558,              0.0064558,              0.0064558
                    182,                0.94932,                0.40247,                 1.0822,                 1.0499,                0.36641,                 1.0966,                 0.9828,                0.96277,                0.98108,                0.69927,                  1.062,                0.34665,                 1.1869,                    1.1,                0.31064,                 1.1884,               0.006436,               0.006436,               0.006436
                    183,                0.94878,                0.40073,                 1.0822,                 1.0404,                 0.3684,                 1.0952,                0.98012,                0.96087,                0.98061,                0.69899,                  1.062,                0.34626,                  1.187,                 1.0999,                0.31172,                 1.1889,              0.0064162,              0.0064162,              0.0064162
                    184,                 0.9539,                0.40379,                 1.0887,                 1.0508,                0.36676,                 1.0991,                0.97861,                0.96304,                0.98107,                0.69913,                 1.0619,                0.34562,                 1.1873,                 1.0998,                0.31126,                 1.1891,              0.0063964,              0.0063964,              0.0063964
                    185,                0.95421,                  0.406,                 1.0829,                 1.0563,                0.36821,                 1.0962,                0.98117,                0.96269,                0.98099,                0.69852,                 1.0623,                0.34538,                 1.1877,                 1.1004,                0.31114,                 1.1892,              0.0063766,              0.0063766,              0.0063766
